key,genre,date,value,console,total,company
Call of Duty: Ghosts(PlayStation 3),Shooter,1/8/13,,PlayStation 3,3.434008,Activision
Call of Duty: Ghosts(PlayStation 3),Shooter,1/9/13,,PlayStation 3,3.434008,Activision
Call of Duty: Ghosts(PlayStation 3),Shooter,1/10/13,,PlayStation 3,3.434008,Activision
Call of Duty: Ghosts(PlayStation 3),Shooter,1/11/13,,PlayStation 3,3.434008,Activision
Call of Duty: Ghosts(PlayStation 3),Shooter,1/12/13,,PlayStation 3,3.434008,Activision
Call of Duty: Ghosts(PlayStation 3),Shooter,1/13/13,2.701575,PlayStation 3,3.434008,Activision
Call of Duty: Ghosts(PlayStation 3),Shooter,1/14/13,0.675001,PlayStation 3,3.434008,Activision
Battlefield 4(Xbox 360),Shooter,1/5/13,,Xbox 360,1.885111,Electronic Arts
Battlefield 4(Xbox 360),Shooter,1/6/13,,Xbox 360,1.885111,Electronic Arts
Battlefield 4(Xbox 360),Shooter,1/7/13,,Xbox 360,1.885111,Electronic Arts
Battlefield 4(Xbox 360),Shooter,1/8/13,,Xbox 360,1.885111,Electronic Arts
Battlefield 4(Xbox 360),Shooter,1/9/13,,Xbox 360,1.885111,Electronic Arts
Battlefield 4(Xbox 360),Shooter,1/10/13,,Xbox 360,1.885111,Electronic Arts
Battlefield 4(Xbox 360),Shooter,1/11/13,,Xbox 360,1.885111,Electronic Arts
Battlefield 4(Xbox 360),Shooter,1/12/13,,Xbox 360,1.885111,Electronic Arts
Battlefield 4(Xbox 360),Shooter,1/13/13,1.528557,Xbox 360,1.885111,Electronic Arts
Battlefield 4(Xbox 360),Shooter,1/14/13,0.340876,Xbox 360,1.885111,Electronic Arts
Call of Duty: Advanced Warfare(Xbox One),Shooter,1/5/13,,Xbox One,2.499687,Activision
Call of Duty: Advanced Warfare(Xbox One),Shooter,1/6/13,,Xbox One,2.499687,Activision
Call of Duty: Advanced Warfare(Xbox One),Shooter,1/7/13,,Xbox One,2.499687,Activision
Call of Duty: Advanced Warfare(Xbox One),Shooter,1/8/13,,Xbox One,2.499687,Activision
Call of Duty: Advanced Warfare(Xbox One),Shooter,1/9/13,,Xbox One,2.499687,Activision
Call of Duty: Advanced Warfare(Xbox One),Shooter,1/10/13,,Xbox One,2.499687,Activision
Call of Duty: Advanced Warfare(Xbox One),Shooter,1/11/13,,Xbox One,2.499687,Activision
Call of Duty: Advanced Warfare(Xbox One),Shooter,1/12/13,,Xbox One,2.499687,Activision
Call of Duty: Advanced Warfare(Xbox One),Shooter,1/13/13,,Xbox One,2.499687,Activision
Call of Duty: Advanced Warfare(Xbox One),Shooter,1/14/13,2.239179,Xbox One,2.499687,Activision
Call of Duty: Advanced Warfare(Xbox 360),Shooter,1/5/13,,Xbox 360,2.185523,Activision
Call of Duty: Advanced Warfare(Xbox 360),Shooter,1/6/13,,Xbox 360,2.185523,Activision
Call of Duty: Advanced Warfare(Xbox 360),Shooter,1/7/13,,Xbox 360,2.185523,Activision
Call of Duty: Advanced Warfare(Xbox 360),Shooter,1/8/13,,Xbox 360,2.185523,Activision
Call of Duty: Advanced Warfare(Xbox 360),Shooter,1/9/13,,Xbox 360,2.185523,Activision
Call of Duty: Advanced Warfare(Xbox 360),Shooter,1/10/13,,Xbox 360,2.185523,Activision
Call of Duty: Advanced Warfare(Xbox 360),Shooter,1/11/13,,Xbox 360,2.185523,Activision
Call of Duty: Advanced Warfare(Xbox 360),Shooter,1/12/13,,Xbox 360,2.185523,Activision
Call of Duty: Advanced Warfare(Xbox 360),Shooter,1/13/13,,Xbox 360,2.185523,Activision
Call of Duty: Advanced Warfare(Xbox 360),Shooter,1/14/13,2.014216,Xbox 360,2.185523,Activision
Call of Duty: Advanced Warfare(PlayStation 4),Shooter,1/5/13,,PlayStation 4,2.109169,Activision
Call of Duty: Advanced Warfare(PlayStation 4),Shooter,1/6/13,,PlayStation 4,2.109169,Activision
Call of Duty: Advanced Warfare(PlayStation 4),Shooter,1/7/13,,PlayStation 4,2.109169,Activision
Call of Duty: Advanced Warfare(PlayStation 4),Shooter,1/8/13,,PlayStation 4,2.109169,Activision
Call of Duty: Advanced Warfare(PlayStation 4),Shooter,1/9/13,,PlayStation 4,2.109169,Activision
Call of Duty: Advanced Warfare(PlayStation 4),Shooter,1/10/13,,PlayStation 4,2.109169,Activision
Call of Duty: Advanced Warfare(PlayStation 4),Shooter,1/11/13,,PlayStation 4,2.109169,Activision
Call of Duty: Advanced Warfare(PlayStation 4),Shooter,1/12/13,,PlayStation 4,2.109169,Activision
Call of Duty: Advanced Warfare(PlayStation 4),Shooter,1/13/13,,PlayStation 4,2.109169,Activision
Call of Duty: Advanced Warfare(PlayStation 4),Shooter,1/14/13,1.878115,PlayStation 4,2.109169,Activision
Titanfall(Xbox One),Shooter,1/5/13,,Xbox One,1.5221,Electronic Arts
Titanfall(Xbox One),Shooter,1/6/13,,Xbox One,1.5221,Electronic Arts
Titanfall(Xbox One),Shooter,1/7/13,,Xbox One,1.5221,Electronic Arts
Titanfall(Xbox One),Shooter,1/8/13,,Xbox One,1.5221,Electronic Arts
Titanfall(Xbox One),Shooter,1/9/13,,Xbox One,1.5221,Electronic Arts
Titanfall(Xbox One),Shooter,1/10/13,,Xbox One,1.5221,Electronic Arts
Titanfall(Xbox One),Shooter,1/11/13,,Xbox One,1.5221,Electronic Arts
Titanfall(Xbox One),Shooter,1/12/13,,Xbox One,1.5221,Electronic Arts
Titanfall(Xbox One),Shooter,1/13/13,,Xbox One,1.5221,Electronic Arts
Titanfall(Xbox One),Shooter,1/14/13,1.502054,Xbox One,1.5221,Electronic Arts
